Species	Symbol	Entrez ID	Model Organism	Model Organism Symbol	Model Organism Entrez ID
Saccharomyces cerevisiae	KSS1	852931	Caenorhabditis elegans	mpk-1	175545	
Saccharomyces cerevisiae	MNP1	852811	Caenorhabditis elegans	mrpl-12	176495	
Saccharomyces cerevisiae	RSM10	851611	Caenorhabditis elegans	mrps-10	189618	
Saccharomyces cerevisiae	ERG12	855248	Caenorhabditis elegans	mvk-1	175863	
Saccharomyces cerevisiae	PHO91	855747	Caenorhabditis elegans	nac-2	187898	
Saccharomyces cerevisiae	PHO91	855747	Caenorhabditis elegans	nac-3	176429	
Saccharomyces cerevisiae	DED81	856412	Caenorhabditis elegans	nars-1	172442	
Saccharomyces cerevisiae	CBC2	855925	Caenorhabditis elegans	ncbp-2	184953	
Saccharomyces cerevisiae	NOP2	855664	Caenorhabditis elegans	nol-1	173437	
Saccharomyces cerevisiae	NOP58	854487	Caenorhabditis elegans	nol-5	171901	
Saccharomyces cerevisiae	NOT3	854773	Caenorhabditis elegans	ntl-3	176614	
Saccharomyces cerevisiae	GPA1	856394	Caenorhabditis elegans	odr-3	179806	
Saccharomyces cerevisiae	KGD1	854681	Caenorhabditis elegans	ogdh-1	177235	
Saccharomyces cerevisiae	CIN8	856648	Caenorhabditis elegans	osm-3	177141	
Saccharomyces cerevisiae	PAB1	856912	Caenorhabditis elegans	pab-1	172920	
Saccharomyces cerevisiae	PAB1	856912	Caenorhabditis elegans	pab-2	181473	
Saccharomyces cerevisiae	BMH1	856924	Caenorhabditis elegans	par-5	178113	
Saccharomyces cerevisiae	PTR2	853968	Caenorhabditis elegans	pept-1	180919	
Saccharomyces cerevisiae	FKH2	855656	Caenorhabditis elegans	pha-4	180357	
Saccharomyces cerevisiae	PHB1	853033	Caenorhabditis elegans	phb-1	171768	
Saccharomyces cerevisiae	PHB2	853146	Caenorhabditis elegans	phb-2	174034	
Saccharomyces cerevisiae	PNC1	852846	Caenorhabditis elegans	pnc-1	176833	
Saccharomyces cerevisiae	CAB1	852144	Caenorhabditis elegans	pnk-1	172327	
Saccharomyces cerevisiae	TSA1	854980	Caenorhabditis elegans	prdx-2	266858	
Saccharomyces cerevisiae	PEX5	851831	Caenorhabditis elegans	prx-5	174392	
Saccharomyces cerevisiae	GLN4	854339	Caenorhabditis elegans	qars-1	178415	
Saccharomyces cerevisiae	SLP1	854325	Caenorhabditis elegans	R12E2.2	172011	
Saccharomyces cerevisiae	SEC4	850543	Caenorhabditis elegans	rab-10	266836	
Saccharomyces cerevisiae	VPS21	854256	Caenorhabditis elegans	rab-5	172755	
Saccharomyces cerevisiae	YPT7	855012	Caenorhabditis elegans	rab-7	174834	
Saccharomyces cerevisiae	ECM5	855214	Caenorhabditis elegans	rbr-2	177985	
Saccharomyces cerevisiae	ECM16	855158	Caenorhabditis elegans	rha-2	176207	
Saccharomyces cerevisiae	RDI1	851420	Caenorhabditis elegans	rhi-1	180721	
Saccharomyces cerevisiae	RPL10	850764	Caenorhabditis elegans	rpl-10	174311	
Saccharomyces cerevisiae	RPL19B	852254	Caenorhabditis elegans	rpl-19	172201	
Saccharomyces cerevisiae	RPL31A	851484	Caenorhabditis elegans	rpl-31	173235	
Saccharomyces cerevisiae	RPL4A	852319	Caenorhabditis elegans	rpl-4	172074	
Saccharomyces cerevisiae	RPL9A	852730	Caenorhabditis elegans	rpl-9	176071	
Saccharomyces cerevisiae	RPS10B	855270	Caenorhabditis elegans	rps-10	172061	
Saccharomyces cerevisiae	RPS11A	851589	Caenorhabditis elegans	rps-11	178083	
Saccharomyces cerevisiae	RPS15	854117	Caenorhabditis elegans	rps-15	172693	
Saccharomyces cerevisiae	RPS22B	851082	Caenorhabditis elegans	rps-22	175338	
Saccharomyces cerevisiae	RPS23B	853015	Caenorhabditis elegans	rps-23	178188	
Saccharomyces cerevisiae	RPS26B	856868	Caenorhabditis elegans	rps-26	173342	
Saccharomyces cerevisiae	RPS3	855543	Caenorhabditis elegans	rps-3	175879	
Saccharomyces cerevisiae	RPS5	853587	Caenorhabditis elegans	rps-5	178012	
Saccharomyces cerevisiae	RPS6A	852479	Caenorhabditis elegans	rps-6	173260	
Saccharomyces cerevisiae	RPS8A	852206	Caenorhabditis elegans	rps-8	177503	
Saccharomyces cerevisiae	SAC1	853668	Caenorhabditis elegans	sac-1	172778	
Saccharomyces cerevisiae	SAM1	850877	Caenorhabditis elegans	sams-1	181370	
Saccharomyces cerevisiae	SAM1	850877	Caenorhabditis elegans	sams-2	178446	
Saccharomyces cerevisiae	SDO1	850709	Caenorhabditis elegans	sbds-1	175218	
Saccharomyces cerevisiae	PRY2	853882	Caenorhabditis elegans	scl-1	186053	
Saccharomyces cerevisiae	PRY2	853882	Caenorhabditis elegans	scl-20	191309	
Saccharomyces cerevisiae	PRY2	853882	Caenorhabditis elegans	scl-8	183345	
Saccharomyces cerevisiae	SCO2	852312	Caenorhabditis elegans	sco-1	173763	
Saccharomyces cerevisiae	AIM25	853563	Caenorhabditis elegans	scrm-8	187152	
Saccharomyces cerevisiae	AKL1	852351	Caenorhabditis elegans	sel-5	175599	
Saccharomyces cerevisiae	HST2	856092	Caenorhabditis elegans	sir-2.1	177924	
Saccharomyces cerevisiae	SKP1	851928	Caenorhabditis elegans	skr-1	172775	
Saccharomyces cerevisiae	SKP1	851928	Caenorhabditis elegans	skr-2	172773	
Saccharomyces cerevisiae	PSY2	855520	Caenorhabditis elegans	smk-1	179243	
Saccharomyces cerevisiae	SOD1	853568	Caenorhabditis elegans	sod-1	174141	
Saccharomyces cerevisiae	SOD2	856399	Caenorhabditis elegans	sod-2	172632	
Saccharomyces cerevisiae	VMA2	852424	Caenorhabditis elegans	spe-5	172137	
Saccharomyces cerevisiae	AFG3	856737	Caenorhabditis elegans	spg-7	171915	
Saccharomyces cerevisiae	DPL1	851888	Caenorhabditis elegans	spl-1	176857	
Saccharomyces cerevisiae	SPT4	852955	Caenorhabditis elegans	spt-4	175172	
Saccharomyces cerevisiae	CRZ1	855704	Caenorhabditis elegans	sptf-3	189783	
Saccharomyces cerevisiae	QCR7	852142	Caenorhabditis elegans	T02H6.11	173459	
Saccharomyces cerevisiae	RRP8	851656	Caenorhabditis elegans	T07A9.8	176864	
Saccharomyces cerevisiae	VPS24	853825	Caenorhabditis elegans	T27F7.1	173863	
Saccharomyces cerevisiae	COX13	852684	Caenorhabditis elegans	tag-174	175693	
Saccharomyces cerevisiae	THS1	854732	Caenorhabditis elegans	tars-1	174790	
Saccharomyces cerevisiae	CNA1	851153	Caenorhabditis elegans	tax-6	177943	
Saccharomyces cerevisiae	TUB1	854889	Caenorhabditis elegans	tba-4	174680	
Saccharomyces cerevisiae	TUB1	854889	Caenorhabditis elegans	tba-7	176568	
Saccharomyces cerevisiae	SPT15	856891	Caenorhabditis elegans	tbp-1	176054	
Saccharomyces cerevisiae	TKL1	856188	Caenorhabditis elegans	tkt-1	177906	
Saccharomyces cerevisiae	SRO77	852168	Caenorhabditis elegans	tom-1	172209	
Saccharomyces cerevisiae	TOP1	854156	Caenorhabditis elegans	top-1	266847	
Saccharomyces cerevisiae	PKC1	852169	Caenorhabditis elegans	tpa-1	176825	
Saccharomyces cerevisiae	TRX1	850732	Caenorhabditis elegans	trx-1	181863	
Saccharomyces cerevisiae	TUF1	854359	Caenorhabditis elegans	tufm-1	175398	
Saccharomyces cerevisiae	UBC13	851666	Caenorhabditis elegans	ubc-13	177073	
Saccharomyces cerevisiae	YUH1	853562	Caenorhabditis elegans	ubh-1	179039	
Saccharomyces cerevisiae	YUH1	853562	Caenorhabditis elegans	ubh-3	259626	
Saccharomyces cerevisiae	UFD1	852939	Caenorhabditis elegans	ufd-1	3565860	
Saccharomyces cerevisiae	ULP1	856087	Caenorhabditis elegans	ulp-1	175704	
Saccharomyces cerevisiae	INP53	854276	Caenorhabditis elegans	unc-26	178284	
Saccharomyces cerevisiae	VPH1	854444	Caenorhabditis elegans	unc-32	176257	
Saccharomyces cerevisiae	ATG1	852695	Caenorhabditis elegans	unc-51	180311	
Saccharomyces cerevisiae	COF1	850676	Caenorhabditis elegans	unc-60	178640	
Saccharomyces cerevisiae	SSO2	855221	Caenorhabditis elegans	unc-64	176743	
Saccharomyces cerevisiae	VPH1	854444	Caenorhabditis elegans	vha-6	174743	
Saccharomyces cerevisiae	VPS16	856062	Caenorhabditis elegans	vps-16	175913	
Saccharomyces cerevisiae	VPS20	855101	Caenorhabditis elegans	vps-20	171654	
Saccharomyces cerevisiae	SNF8	856105	Caenorhabditis elegans	vps-22	175672	
Saccharomyces cerevisiae	VPS33	851112	Caenorhabditis elegans	vps-33.1	176221	
Saccharomyces cerevisiae	VPS36	851135	Caenorhabditis elegans	vps-36	179520	
Saccharomyces cerevisiae	SWD3	852472	Caenorhabditis elegans	wdr-5.1	175474	
Saccharomyces cerevisiae	RSP5	856862	Caenorhabditis elegans	wwp-1	171647	
Saccharomyces cerevisiae	AVT3	853710	Caenorhabditis elegans	Y43F4B.7	259544	
Saccharomyces cerevisiae	RTC2	852444	Caenorhabditis elegans	Y43H11AL.2	3565323	
Saccharomyces cerevisiae	POL1	855621	Caenorhabditis elegans	Y47D3A.29	176544	
Saccharomyces cerevisiae	NOP14	851407	Caenorhabditis elegans	Y48G1A.4	171622	
Saccharomyces cerevisiae	HRB1	855728	Caenorhabditis elegans	Y55F3AM.3	176922	
Saccharomyces cerevisiae	ACP1	853642	Caenorhabditis elegans	Y56A3A.19	176622	
Saccharomyces cerevisiae	EGD2	856600	Caenorhabditis elegans	Y65B4BR.5	171646	
Saccharomyces cerevisiae	COX12	850727	Caenorhabditis elegans	Y71H2AM.5	3565081	
Saccharomyces cerevisiae	MSY1	856007	Caenorhabditis elegans	yars-1	177237	
Saccharomyces cerevisiae	RCL1	854152	Caenorhabditis elegans	ZK1127.5	174151	
Saccharomyces cerevisiae	BMH1	856924	Drosophila melanogaster	14-3-3epsilon	42186	
Saccharomyces cerevisiae	ATG7	856576	Drosophila melanogaster	Atg7	37141	
Saccharomyces cerevisiae	ATG8	852200	Drosophila melanogaster	Atg8a	32001	
Saccharomyces cerevisiae	ATG3	855741	Drosophila melanogaster	Aut1	40044	
Saccharomyces cerevisiae	VPS33	851112	Drosophila melanogaster	car	32947	
Saccharomyces cerevisiae	CTA1	851843	Drosophila melanogaster	Cat	40048	
Saccharomyces cerevisiae	QCR7	852142	Drosophila melanogaster	CG17856	43369	
Saccharomyces cerevisiae	PEP3	850840	Drosophila melanogaster	dor	31118	
Saccharomyces cerevisiae	DNM1	850686	Drosophila melanogaster	Drp1	33445	
Saccharomyces cerevisiae	MNL1	856611	Drosophila melanogaster	Edem1	31154	
Saccharomyces cerevisiae	TEF2	852415	Drosophila melanogaster	Ef1alpha48D	36271	
Saccharomyces cerevisiae	MXR1	856765	Drosophila melanogaster	Eip71CD	39675	
Saccharomyces cerevisiae	GBP2	850346	Drosophila melanogaster	elav	31000	
Saccharomyces cerevisiae	YPR015C	856125	Drosophila melanogaster	esg	34903	
Saccharomyces cerevisiae	YFH1	851437	Drosophila melanogaster	fh	31845	
Saccharomyces cerevisiae	APL5	855906	Drosophila melanogaster	g	44819	
Saccharomyces cerevisiae	GSH1	853344	Drosophila melanogaster	Gclc	53581	
Saccharomyces cerevisiae	HXK2	852639	Drosophila melanogaster	Hex-A	45875	
Saccharomyces cerevisiae	HXK2	852639	Drosophila melanogaster	Hex-C	44008	
Saccharomyces cerevisiae	KAR2	853418	Drosophila melanogaster	Hsc70-3	32133	
Saccharomyces cerevisiae	TSA1	854980	Drosophila melanogaster	Jafrac1	53578	
Saccharomyces cerevisiae	VPS41	851653	Drosophila melanogaster	lt	3355130	
Saccharomyces cerevisiae	PNC1	852846	Drosophila melanogaster	Naam	42348	
Saccharomyces cerevisiae	IRA2	854073	Drosophila melanogaster	Nf1	43149	
Saccharomyces cerevisiae	MSN4	853803	Drosophila melanogaster	ovo	31429	
Saccharomyces cerevisiae	AHP1	850799	Drosophila melanogaster	Prx5	3771951	
Saccharomyces cerevisiae	APL6	853177	Drosophila melanogaster	rb	31381	
Saccharomyces cerevisiae	GBP2	850346	Drosophila melanogaster	Rbp9	33498	
Saccharomyces cerevisiae	PCP1	852993	Drosophila melanogaster	rho-7	36281	
Saccharomyces cerevisiae	RPD3	855386	Drosophila melanogaster	Rpd3	38565	
Saccharomyces cerevisiae	SCH9	856612	Drosophila melanogaster	S6k	38654	
Saccharomyces cerevisiae	SDH2	850685	Drosophila melanogaster	SdhB	35590	
Saccharomyces cerevisiae	SDH3	853716	Drosophila melanogaster	SdhC	41340	
Saccharomyces cerevisiae	HST3	854190	Drosophila melanogaster	Sir2	34708	
Saccharomyces cerevisiae	HST2	856092	Drosophila melanogaster	Sirt2	42414	
Saccharomyces cerevisiae	SNF1	852088	Drosophila melanogaster	SNF1A	43904	
Saccharomyces cerevisiae	MDM1	854867	Drosophila melanogaster	snz	31704	
Saccharomyces cerevisiae	SOD1	853568	Drosophila melanogaster	Sod	39251	
Saccharomyces cerevisiae	SOD2	856399	Drosophila melanogaster	Sod2	36878	
Saccharomyces cerevisiae	YPR015C	856125	Drosophila melanogaster	sug	36424	
Saccharomyces cerevisiae	ATP15	855857	Drosophila melanogaster	sun	44046	
Saccharomyces cerevisiae	SHY1	853009	Drosophila melanogaster	Surf1	44498	
Saccharomyces cerevisiae	TOR1	853529	Drosophila melanogaster	Tor	47396	
Saccharomyces cerevisiae	TRX1	850732	Drosophila melanogaster	Trx-2	34281	
Saccharomyces cerevisiae	TRX1	850732	Drosophila melanogaster	TrxT	31443	
Saccharomyces cerevisiae	VMA13	856148	Drosophila melanogaster	VhaSFD	34997	
Saccharomyces cerevisiae	CEX1	854279	Drosophila melanogaster	yata	43508	
Saccharomyces cerevisiae	ZWF1	855480	Drosophila melanogaster	Zw	32974	
Saccharomyces cerevisiae	ECM25	853229	Mus musculus	Arhgap1	228359	
Saccharomyces cerevisiae	TEL1	852190	Mus musculus	Atm	11920	
Saccharomyces cerevisiae	MEC1	852433	Mus musculus	Atr	245000	
Saccharomyces cerevisiae	CTA1	851843	Mus musculus	Cat	12359	
Saccharomyces cerevisiae	DUN1	851457	Mus musculus	Chek2	50883	
Saccharomyces cerevisiae	CAT5	854292	Mus musculus	Coq7	12850	
Saccharomyces cerevisiae	RAD3	856918	Mus musculus	Ercc2	13871	
Saccharomyces cerevisiae	RAD1	856085	Mus musculus	Ercc4	50505	
Saccharomyces cerevisiae	IRC5	850599	Mus musculus	Hells	15201	
Saccharomyces cerevisiae	GCN4	856709	Mus musculus	Jund	16478	
Saccharomyces cerevisiae	MCM2	852258	Mus musculus	Mcm2	17216	
Saccharomyces cerevisiae	MSH2	854063	Mus musculus	Msh2	17685	
Saccharomyces cerevisiae	MXR1	856765	Mus musculus	Msra	110265	
Saccharomyces cerevisiae	TOR1	853529	Mus musculus	Mtor	56717	
Saccharomyces cerevisiae	MIP1	854508	Mus musculus	Polg	18975	
Saccharomyces cerevisiae	TSA1	854980	Mus musculus	Prdx1	18477	
Saccharomyces cerevisiae	BCY1	854778	Mus musculus	Prkar2b	19088	
Saccharomyces cerevisiae	GLE2	856844	Mus musculus	Rae1	66679	
Saccharomyces cerevisiae	PHO91	855747	Mus musculus	Slc13a1	55961	
Saccharomyces cerevisiae	AAC3	852380	Mus musculus	Slc25a4	11739	
Saccharomyces cerevisiae	SOD2	856399	Mus musculus	Sod2	20656	
Saccharomyces cerevisiae	EST2	851028	Mus musculus	Tert	21752	
Saccharomyces cerevisiae	TRX1	850732	Mus musculus	Txn1	22166	
Saccharomyces cerevisiae	RAD14	855241	Mus musculus	Xpa	22590	
Saccharomyces cerevisiae	YKU70	855328	Mus musculus	Xrcc6	14375	
Saccharomyces cerevisiae	STE24	853581	Mus musculus	Zmpste24	230709	
