Species	Symbol	Entrez ID	Model Organism	Model Organism Symbol	Model Organism Entrez ID
Mus musculus	Gnal	14680	Caenorhabditis elegans	gsa-1	171687	
Mus musculus	Gstp2	100042625	Caenorhabditis elegans	gst-10	178725	
Mus musculus	Gsta4	14860	Caenorhabditis elegans	gst-5	187537	
Mus musculus	Atp5a1	11946	Caenorhabditis elegans	H28O16.1	173134	
Mus musculus	Hcfc1	15161	Caenorhabditis elegans	hcf-1	177560	
Mus musculus	Blm	12144	Caenorhabditis elegans	him-6	178201	
Mus musculus	H3f3b	667250	Caenorhabditis elegans	his-71	181057	
Mus musculus	Ppfibp1	67533	Caenorhabditis elegans	hlb-1	181499	
Mus musculus	Hipk1	15257	Caenorhabditis elegans	hpk-1	180695	
Mus musculus	Trnt1	70047	Caenorhabditis elegans	hpo-31	3565786	
Mus musculus	Hnrnpa3	100505318	Caenorhabditis elegans	hrp-1	177101	
Mus musculus	Hsf1	15499	Caenorhabditis elegans	hsf-1	173078	
Mus musculus	Hspa5	14828	Caenorhabditis elegans	hsp-4	174203	
Mus musculus	Hspa9	15526	Caenorhabditis elegans	hsp-6	178873	
Mus musculus	Hus1	15574	Caenorhabditis elegans	hus-1	171939	
Mus musculus	Lass2	76893	Caenorhabditis elegans	hyl-1	177660	
Mus musculus	Idh1	15926	Caenorhabditis elegans	idh-1	177775	
Mus musculus	Idh3a	67834	Caenorhabditis elegans	idha-1	172655	
Mus musculus	Eif5a2	208691	Caenorhabditis elegans	iff-1	176373	
Mus musculus	Eif4g3	230861	Caenorhabditis elegans	ifg-1	174322	
Mus musculus	Rabl5	67286	Caenorhabditis elegans	ifta-2	189055	
Mus musculus	Eif2s2	100040220	Caenorhabditis elegans	iftb-1	172584	
Mus musculus	Eif4a2	13682	Caenorhabditis elegans	inf-1	175966	
Mus musculus	Panx3	208098	Caenorhabditis elegans	inx-8	178101	
Mus musculus	Panx3	208098	Caenorhabditis elegans	inx-9	191694	
Mus musculus	Ern1	78943	Caenorhabditis elegans	ire-1	174305	
Mus musculus	Uqcrfs1	66694	Caenorhabditis elegans	isp-1	177609	
Mus musculus	Itpr1	16438	Caenorhabditis elegans	itr-1	177546	
Mus musculus	Mapk10	26414	Caenorhabditis elegans	jnk-1	177460	
Mus musculus	Slc25a32	69906	Caenorhabditis elegans	K01C8.7	186841	
Mus musculus	Tbce	70430	Caenorhabditis elegans	K07H8.1	177624	
Mus musculus	Ugp2	216558	Caenorhabditis elegans	K08E3.5	176814	
Mus musculus	Veph1	72789	Caenorhabditis elegans	K10B4.3	173397	
Mus musculus	Acat1	110446	Caenorhabditis elegans	kat-1	174161	
Mus musculus	Lctl	235435	Caenorhabditis elegans	klo-1	177557	
Mus musculus	Lctl	235435	Caenorhabditis elegans	klo-2	184000	
Mus musculus	Krit1	79264	Caenorhabditis elegans	kri-1	191275	
Mus musculus	Lars2	102436	Caenorhabditis elegans	lars-2	172499	
Mus musculus	Fabp3	14077	Caenorhabditis elegans	lbp-6	172390	
Mus musculus	Fabp3	14077	Caenorhabditis elegans	lbp-7	191701	
Mus musculus	Fabp3	14077	Caenorhabditis elegans	lbp-8	188761	
Mus musculus	Fabp4	11770	Caenorhabditis elegans	lbp-9	178686	
Mus musculus	Ldb1	16825	Caenorhabditis elegans	ldb-1	181292	
Mus musculus	Lemd2	224640	Caenorhabditis elegans	lem-2	175058	
Mus musculus	Mtor	56717	Caenorhabditis elegans	let-363	172167	
Mus musculus	Rock1	19877	Caenorhabditis elegans	let-502	172088	
Mus musculus	Kras	16653	Caenorhabditis elegans	let-60	178104	
Mus musculus	Gabarap	56486	Caenorhabditis elegans	lgg-1	174050	
Mus musculus	Cask	12361	Caenorhabditis elegans	lin-2	181400	
Mus musculus	Fbxw11	103583	Caenorhabditis elegans	lin-23	174058	
Mus musculus	Mta1	116870	Caenorhabditis elegans	lin-40	178788	
Mus musculus	Lmna	16905	Caenorhabditis elegans	lmn-1	172687	
Mus musculus	Ndufs4	17993	Caenorhabditis elegans	lpd-5	172037	
Mus musculus	Gm10146	100505147	Caenorhabditis elegans	lsm-7	177988	
Mus musculus	Rabggta	56187	Caenorhabditis elegans	M57.2	177113	
Mus musculus	Magohb	66441	Caenorhabditis elegans	mag-1	173073	
Mus musculus	Mars	216443	Caenorhabditis elegans	mars-1	178089	
Mus musculus	Plekhh1	211945	Caenorhabditis elegans	max-1	179794	
Mus musculus	Soat1	20652	Caenorhabditis elegans	mboa-1	181681	
Mus musculus	Mcm2	17216	Caenorhabditis elegans	mcm-2	174841	
Mus musculus	Mdh2	17448	Caenorhabditis elegans	mdh-2	175936	
Mus musculus	Mecr	26922	Caenorhabditis elegans	mecr-1	174963	
Mus musculus	Sdhc	66052	Caenorhabditis elegans	mev-1	260040	
Mus musculus	Map2k4	26398	Caenorhabditis elegans	mkk-4	185682	
Mus musculus	Mknk1	17346	Caenorhabditis elegans	mnk-1	174623	
Mus musculus	Slc6a4	15567	Caenorhabditis elegans	mod-5	171879	
Mus musculus	Mapk1	26413	Caenorhabditis elegans	mpk-1	175545	
Mus musculus	Mpdz	17475	Caenorhabditis elegans	mpz-1	174657	
Mus musculus	Slc9a3r1	26941	Caenorhabditis elegans	mpz-2	177736	
Mus musculus	Abcc5	27416	Caenorhabditis elegans	mrp-5	181587	
Mus musculus	Mrpl10	107732	Caenorhabditis elegans	mrpl-10	186840	
Mus musculus	Mrpl12	56282	Caenorhabditis elegans	mrpl-12	176495	
Mus musculus	Mrpl24	67707	Caenorhabditis elegans	mrpl-24	172204	
Mus musculus	Mrps10	64657	Caenorhabditis elegans	mrps-10	189618	
Mus musculus	Mrps33	14548	Caenorhabditis elegans	mrps-33	184770	
Mus musculus	Mrps9	69527	Caenorhabditis elegans	mrps-9	184267	
Mus musculus	Mtch1	56462	Caenorhabditis elegans	mtch-1	174207	
Mus musculus	Mtmr3	74302	Caenorhabditis elegans	mtm-3	175490	
Mus musculus	Mvk	17855	Caenorhabditis elegans	mvk-1	175863	
Mus musculus	Mlx	21428	Caenorhabditis elegans	mxl-2	175184	
Mus musculus	Slc13a1	55961	Caenorhabditis elegans	nac-3	176429	
Mus musculus	Nars	70223	Caenorhabditis elegans	nars-1	172442	
Mus musculus	Ncbp2	68092	Caenorhabditis elegans	ncbp-2	184953	
Mus musculus	Ndufs2	226646	Caenorhabditis elegans	nduf-2.2	188912	
Mus musculus	Nfia	18027	Caenorhabditis elegans	nfi-1	174225	
Mus musculus	Nop2	110109	Caenorhabditis elegans	nol-1	173437	
Mus musculus	Nop58	55989	Caenorhabditis elegans	nol-5	171901	
Mus musculus	Nup85	445007	Caenorhabditis elegans	npp-2	172611	
Mus musculus	Nup205	70699	Caenorhabditis elegans	npp-3	174823	
Mus musculus	Nrxn3	100505240	Caenorhabditis elegans	nrx-1	179503	
Mus musculus	Cnot3	232791	Caenorhabditis elegans	ntl-3	176614	
Mus musculus	Dnase2b	56629	Caenorhabditis elegans	nuc-1	181174	
Mus musculus	Ndufv1	17995	Caenorhabditis elegans	nuo-1	174696	
Mus musculus	Ndufa6	67130	Caenorhabditis elegans	nuo-3	178404	
Mus musculus	Ndufa10	67273	Caenorhabditis elegans	nuo-4	176001	
Mus musculus	Ndufs1	227197	Caenorhabditis elegans	nuo-5	178735	
Mus musculus	Trpv6	64177	Caenorhabditis elegans	ocr-2	188314	
Mus musculus	Ogdh	18293	Caenorhabditis elegans	ogdh-1	177235	
Mus musculus	Ift172	67661	Caenorhabditis elegans	osm-1	181715	
Mus musculus	Ift88	21821	Caenorhabditis elegans	osm-5	180585	
Mus musculus	Ift52	245866	Caenorhabditis elegans	osm-6	179631	
Mus musculus	Pabpc1	18458	Caenorhabditis elegans	pab-1	172920	
Mus musculus	Pabpc1	18458	Caenorhabditis elegans	pab-2	181473	
Mus musculus	Ywhaz	22631	Caenorhabditis elegans	par-5	178113	
Mus musculus	Ilk	16202	Caenorhabditis elegans	pat-4	175175	
Mus musculus	Parvb	170736	Caenorhabditis elegans	pat-6	176848	
Mus musculus	Pck1	18534	Caenorhabditis elegans	pck-2	172556	
Mus musculus	Pdpk1	18607	Caenorhabditis elegans	pdk-1	180475	
Mus musculus	Slc15a1	56643	Caenorhabditis elegans	pept-1	180919	
Mus musculus	Phb	237880	Caenorhabditis elegans	phb-1	171768	
Mus musculus	Phb2	12034	Caenorhabditis elegans	phb-2	174034	
Mus musculus	Prkg1	19091	Caenorhabditis elegans	pkg-1	176991	
Mus musculus	Pank1	75735	Caenorhabditis elegans	pnk-1	172327	
Mus musculus	Coro7	78885	Caenorhabditis elegans	pod-1	176784	
Mus musculus	Prdx1	18477	Caenorhabditis elegans	prdx-2	266858	
Mus musculus	Pex5	19305	Caenorhabditis elegans	prx-5	174392	
Mus musculus	Papd4	100715	Caenorhabditis elegans	pup-2	175708	
Mus musculus	Qars	97541	Caenorhabditis elegans	qars-1	178415	
Mus musculus	Uqcrq	22272	Caenorhabditis elegans	R07E4.3	180862	
Mus musculus	Ccdc22	54638	Caenorhabditis elegans	R08E3.3	180757	
Mus musculus	Atp5j2	57423	Caenorhabditis elegans	R53.4	174554	
Mus musculus	Rab10	19325	Caenorhabditis elegans	rab-10	266836	
Mus musculus	Rab5a	271457	Caenorhabditis elegans	rab-5	172755	
Mus musculus	Rab7	19349	Caenorhabditis elegans	rab-7	174834	
Mus musculus	Rala	56044	Caenorhabditis elegans	ral-1	175433	
Mus musculus	Kdm5b	75605	Caenorhabditis elegans	rbr-2	177985	
Mus musculus	Arhgdia	192662	Caenorhabditis elegans	rhi-1	180721	
Mus musculus	Snap25	20614	Caenorhabditis elegans	ric-4	179427	
Mus musculus	Rc3h1	381305	Caenorhabditis elegans	rle-1	176525	
Mus musculus	Rnf185	193670	Caenorhabditis elegans	rnf-5	175532	
Mus musculus	Rpl19	100505098	Caenorhabditis elegans	rpl-19	172201	
Mus musculus	Rpl4	67891	Caenorhabditis elegans	rpl-4	172074	
Mus musculus	Rpl9	432768	Caenorhabditis elegans	rpl-9	176071	
Mus musculus	Rps10	67097	Caenorhabditis elegans	rps-10	172061	
Mus musculus	Rps11	27207	Caenorhabditis elegans	rps-11	178083	
Mus musculus	Rps15	100046223	Caenorhabditis elegans	rps-15	172693	
Mus musculus	Rps15a	100043843	Caenorhabditis elegans	rps-22	175338	
Mus musculus	Rps23	100503854	Caenorhabditis elegans	rps-23	178188	
Mus musculus	Rps26	100046297	Caenorhabditis elegans	rps-26	173342	
Mus musculus	Rps3	27050	Caenorhabditis elegans	rps-3	175879	
Mus musculus	Rps5	20103	Caenorhabditis elegans	rps-5	178012	
Mus musculus	Rps6	667739	Caenorhabditis elegans	rps-6	173260	
Mus musculus	Gm5121	330948	Caenorhabditis elegans	rps-8	177503	
Mus musculus	Rps6kb2	58988	Caenorhabditis elegans	rsks-1	176554	
Mus musculus	Sacm1l	83493	Caenorhabditis elegans	sac-1	172778	
Mus musculus	Mat2a	232087	Caenorhabditis elegans	sams-1	181370	
Mus musculus	Mat2a	232087	Caenorhabditis elegans	sams-2	178446	
Mus musculus	Sbds	66711	Caenorhabditis elegans	sbds-1	175218	
Mus musculus	Scg5	20394	Caenorhabditis elegans	sbt-1	180366	
Mus musculus	Atp2a1	11937	Caenorhabditis elegans	sca-1	176512	
Mus musculus	Alk	11682	Caenorhabditis elegans	scd-2	179054	
Mus musculus	Glipr1l1	69286	Caenorhabditis elegans	scl-1	186053	
Mus musculus	Glipr1l1	69286	Caenorhabditis elegans	scl-20	191309	
Mus musculus	Glipr1l1	69286	Caenorhabditis elegans	scl-8	183345	
Mus musculus	Sco1	52892	Caenorhabditis elegans	sco-1	173763	
Mus musculus	Aak1	269774	Caenorhabditis elegans	sel-5	175599	
Mus musculus	Grb2	14784	Caenorhabditis elegans	sem-5	181055	
Mus musculus	Htr2c	15560	Caenorhabditis elegans	ser-1	181716	
Mus musculus	Htr1b	15551	Caenorhabditis elegans	ser-4	175322	
Mus musculus	Setd1a	233904	Caenorhabditis elegans	set-2	175662	
Mus musculus	Mll5	69188	Caenorhabditis elegans	set-26	178463	
Mus musculus	Suv420h2	232811	Caenorhabditis elegans	set-4	174045	
Mus musculus	Mll5	69188	Caenorhabditis elegans	set-9	177196	
Mus musculus	Sgk1	20393	Caenorhabditis elegans	sgk-1	181697	
Mus musculus	Shc1	20416	Caenorhabditis elegans	shc-1	3565745	
Mus musculus	Sirt1	93759	Caenorhabditis elegans	sir-2.1	177924	
Mus musculus	Nfe2l3	18025	Caenorhabditis elegans	skn-1	177343	
Mus musculus	Skp1a	21402	Caenorhabditis elegans	skr-1	172775	
Mus musculus	Skp1a	21402	Caenorhabditis elegans	skr-2	172773	
Mus musculus	Lrig3	320398	Caenorhabditis elegans	sma-10	176849	
Mus musculus	Smg1	233789	Caenorhabditis elegans	smg-1	172418	
Mus musculus	Smek1	68734	Caenorhabditis elegans	smk-1	179243	
Mus musculus	Smn1	20595	Caenorhabditis elegans	smn-1	172783	
Mus musculus	Sod1	20655	Caenorhabditis elegans	sod-1	174141	
Mus musculus	Sod2	20656	Caenorhabditis elegans	sod-2	172632	
Mus musculus	Atp6v1b2	11966	Caenorhabditis elegans	spe-5	172137	
Mus musculus	Afg3l2	69597	Caenorhabditis elegans	spg-7	171915	
Mus musculus	Sgpl1	20397	Caenorhabditis elegans	spl-1	176857	
Mus musculus	Supt4h1	100041294	Caenorhabditis elegans	spt-4	175172	
Mus musculus	Ppfia2	327814	Caenorhabditis elegans	syd-2	181255	
Mus musculus	Sympk	68188	Caenorhabditis elegans	symk-1	182490	
Mus musculus	Uqcrb	100504052	Caenorhabditis elegans	T02H6.11	173459	
Mus musculus	Rrp8	101867	Caenorhabditis elegans	T07A9.8	176864	
Mus musculus	Arih2	23807	Caenorhabditis elegans	T12E12.1	177339	
Mus musculus	Ndufs8	225887	Caenorhabditis elegans	T20H4.5	176023	
Mus musculus	Uqcrh	66576	Caenorhabditis elegans	T27E9.2	176772	
Mus musculus	Chmp3	66700	Caenorhabditis elegans	T27F7.1	173863	
Mus musculus	Cox6a1	12861	Caenorhabditis elegans	tag-174	175693	
Mus musculus	Tars	110960	Caenorhabditis elegans	tars-1	174790	
Mus musculus	Cnga1	12788	Caenorhabditis elegans	tax-4	176297	
Mus musculus	Ppp3ca	19055	Caenorhabditis elegans	tax-6	177943	
Mus musculus	Tbc1d24	224617	Caenorhabditis elegans	tbc-7	180784	
Mus musculus	Tbp	21374	Caenorhabditis elegans	tbp-1	176054	
Mus musculus	Tes	21753	Caenorhabditis elegans	tes-1	177515	
Mus musculus	Tktl2	74419	Caenorhabditis elegans	tkt-1	177906	
Mus musculus	Tmem135	72759	Caenorhabditis elegans	tmem-135	180740	
Mus musculus	Stxbp5	78808	Caenorhabditis elegans	tom-1	172209	
Mus musculus	Top1mt	72960	Caenorhabditis elegans	top-1	266847	
Mus musculus	Prkcd	18753	Caenorhabditis elegans	tpa-1	176825	
Mus musculus	Trim67	330863	Caenorhabditis elegans	trim-9	178619	
Mus musculus	Txn1	22166	Caenorhabditis elegans	trx-1	181863	
Mus musculus	Lhx9	16876	Caenorhabditis elegans	ttx-3	181357	
Mus musculus	Tulp1	22157	Caenorhabditis elegans	tub-1	174312	
Mus musculus	Tufm	233870	Caenorhabditis elegans	tufm-1	175398	
Mus musculus	Ube2n	100046119	Caenorhabditis elegans	ubc-13	177073	
Mus musculus	Uchl3	50933	Caenorhabditis elegans	ubh-1	179039	
Mus musculus	Uchl3	50933	Caenorhabditis elegans	ubh-3	259626	
Mus musculus	Uchl5	56207	Caenorhabditis elegans	ubh-4	174289	
Mus musculus	Uqcrc2	67003	Caenorhabditis elegans	ucr-2.3	175248	
Mus musculus	Ufd1l	22230	Caenorhabditis elegans	ufd-1	3565860	
Mus musculus	Gm9839	408192	Caenorhabditis elegans	ulp-1	175704	
Mus musculus	Rims2	116838	Caenorhabditis elegans	unc-10	180990	
Mus musculus	Unc13a	382018	Caenorhabditis elegans	unc-13	172497	
